#====================
kp=0.1000
#n_loop, t_ms, des_pos, e, diff, position
7048,40641.55,3886,989,186,2897
7049,40647.33,3982,1094,140,2888
7050,40653.15,3993,1007,74,2986
7051,40658.95,3917,917,64,3000
7052,40664.71,3762,734,18,3028
7053,40670.49,3541,473,-31,3068
7054,40676.26,3273,167,-75,3106
7055,40682.03,2982,-192,-126,3174
7056,40687.86,2689,-450,-122,3139
7057,40693.66,2425,-644,-122,3069
7058,40699.46,2211,-995,-204,3206
7059,40705.27,2065,-1139,-157,3204
7060,40711.15,2002,-1200,-138,3202
7061,40717.02,2027,-1158,-103,3185
7062,40722.91,2141,-1091,-89,3232
7063,40728.72,2328,-768,20,3096
7064,40734.49,2573,-555,8,3128
7065,40740.21,2852,-240,70,3092
7066,40745.99,3147,93,109,3054
7067,40751.77,3429,402,132,3027
7068,40757.57,3674,674,149,3000
7069,40763.36,3861,892,154,2969
7070,40769.17,3972,1016,138,2956
7071,40775.00,3997,1040,111,2957
7072,40780.87,3934,1061,112,2873
7073,40786.71,3787,787,-3,3000
7074,40792.46,3574,532,-23,3042
7075,40798.25,3310,229,-68,3081
7076,40804.02,3020,-108,-111,3128
7077,40809.85,2724,-389,-123,3113
7078,40815.66,2454,-598,-122,3052
7079,40821.46,2232,-967,-207,3199
7080,40827.30,2077,-1039,-125,3116
7081,40833.18,2004,-1191,-164,3195
7082,40839.06,2021,-1175,-112,3196
7083,40844.92,2126,-1053,-68,3179
7084,40850.73,2307,-829,-15,3136
7085,40856.49,2547,-450,68,2997
7086,40862.26,2828,-298,15,3126
7087,40868.05,3123,30,101,3093
7088,40873.78,3406,449,170,2957
7089,40879.58,3656,740,161,2916
7090,40885.41,3850,850,118,3000
7091,40891.22,3967,1051,165,2916
7092,40897.05,3999,999,84,3000
7093,40902.83,3942,942,77,3000
7094,40908.61,3803,775,27,3028
7095,40914.38,3594,540,-16,3054
7096,40920.16,3333,218,-74,3115
7097,40925.93,3042,-142,-122,3184
7098,40931.77,2745,-485,-151,3230
7099,40937.60,2470,-709,-138,3179
7100,40943.39,2245,-986,-181,3231
7101,40949.24,2084,-1240,-200,3324
7102,40955.12,2006,-1230,-120,3236
7103,40961.01,2018,-1209,-114,3227
7104,40966.89,2119,-1068,-64,3187
7105,40972.73,2299,-749,20,3048
7106,40978.50,2539,-665,-41,3204
7107,40984.26,2818,-156,137,2974
7108,40990.10,3118,83,80,3035
7109,40995.82,3401,306,97,3095
7110,41001.56,3650,692,185,2958
7111,41007.35,3845,805,114,3040
7112,41013.17,3965,952,139,3013
7113,41018.99,3999,999,114,3000
7114,41024.81,3944,918,67,3026
7115,41030.55,3806,764,30,3042
7116,41036.32,3598,518,-22,3080
7117,41042.08,3336,195,-77,3141
7118,41047.85,3046,-158,-121,3204
7119,41053.68,2748,-431,-125,3179
7120,41059.48,2474,-741,-167,3215
7121,41065.29,2246,-1009,-181,3255
7122,41071.15,2084,-1202,-178,3286
7123,41077.03,2006,-1272,-148,3278
7124,41082.88,2018,-1325,-148,3343
7125,41088.74,2119,-1122,-51,3241
7126,41094.57,2299,-822,7,3121
7127,41100.32,2538,-735,-47,3273
7128,41106.09,2819,-231,128,3050
7129,41111.91,3118,15,75,3103
7130,41117.63,3402,262,100,3140
7131,41123.44,3655,550,141,3105
7132,41129.26,3849,769,142,3080
7133,41135.03,3967,925,139,3042
7134,41140.85,3999,958,105,3041
7135,41146.66,3941,900,72,3041
7136,41152.40,3801,761,34,3040
7137,41158.16,3590,510,-24,3080
7138,41163.93,3327,198,-73,3129
7139,41169.70,3034,-140,-115,3174
7140,41175.53,2736,-497,-156,3233
7141,41181.33,2462,-814,-176,3276
7142,41187.13,2237,-980,-147,3217
7143,41192.93,2080,-1285,-220,3365
7144,41198.80,2004,-1317,-141,3321
7145,41204.69,2021,-1297,-123,3318
7146,41210.54,2126,-1163,-76,3289
7147,41216.34,2309,-843,11,3152
7148,41222.11,2553,-651,-7,3204
7149,41227.83,2833,-248,96,3081
7150,41233.57,3129,82,107,3047
7151,41239.34,3416,336,109,3080
7152,41245.14,3666,613,144,3053
7153,41250.92,3857,831,148,3026
7154,41256.71,3971,971,139,3000
7155,41262.52,3998,998,107,3000
7156,41268.31,3935,921,69,3014
7157,41274.04,3791,764,29,3027
7158,41279.81,3576,508,-26,3068
7159,41285.60,3308,177,-81,3131
7160,41291.35,3015,-169,-120,3184
7161,41297.18,2716,-525,-159,3241
7162,41302.97,2445,-758,-145,3203
7163,41308.77,2223,-1010,-176,3233
7164,41314.64,2070,-1264,-202,3334
7165,41320.52,2002,-1335,-154,3337
7166,41326.39,2027,-1346,-137,3373
7167,41332.28,2141,-1157,-59,3298
7168,41338.11,2333,-936,-27,3269
7169,41343.90,2584,-560,56,3144
7170,41349.67,2871,-323,38,3194
7171,41355.44,3170,99,136,3071
7172,41361.22,3454,348,109,3106
7173,41367.01,3698,619,143,3079
7174,41372.80,3878,823,143,3055
7175,41378.62,3981,941,129,3040
7176,41384.38,3994,968,104,3026
7177,41390.17,3918,892,66,3026
7178,41395.94,3760,720,20,3040
7179,41401.71,3534,454,-34,3080
7180,41407.48,3260,143,-79,3117
7181,41413.26,2963,-221,-131,3184
7182,41419.10,2666,-489,-129,3155
7183,41424.90,2400,-803,-174,3203
7184,41430.73,2188,-1047,-177,3235
7185,41436.60,2050,-1286,-200,3336
7186,41442.49,2000,-1326,-144,3326
7187,41448.37,2042,-1198,-81,3240
7188,41454.21,2173,-943,-17,3116
7189,41460.01,2378,-688,7,3066
7190,41465.70,2634,-588,-28,3222
7191,41471.48,2926,-69,148,2995
7192,41477.27,3226,88,55,3138
7193,41482.98,3502,387,128,3115
7194,41488.78,3737,658,147,3079
7195,41494.60,3905,836,137,3069
7196,41500.41,3990,949,128,3041
7197,41506.19,3986,945,93,3041
7198,41511.96,3893,850,56,3043
7199,41517.70,3720,640,0,3080
7200,41523.43,3484,368,-44,3116
7201,41529.19,3203,36,-96,3167
7202,41534.93,2905,-317,-137,3222
7203,41540.75,2612,-570,-132,3182
7204,41546.54,2355,-959,-212,3314
7205,41552.37,2155,-1106,-154,3261
7206,41558.27,2032,-1324,-197,3356
7207,41564.10,2001,-1263,-108,3264
7208,41570.00,2062,-1187,-95,3249
7209,41575.83,2209,-1008,-47,3217
7210,41581.67,2430,-745,4,3175
7211,41587.39,2697,-534,9,3231
7212,41593.09,2990,-202,79,3192
7213,41598.82,3286,146,119,3140
7214,41604.63,3559,451,136,3108
7215,41610.40,3780,700,144,3080
7216,41616.21,3931,964,175,2967
7217,41622.00,3997,956,93,3041
7218,41627.73,3973,945,91,3028
7219,41633.47,3862,820,44,3042
7220,41639.24,3672,619,1,3053
7221,41644.96,3424,329,-54,3095
7222,41650.71,3136,-2,-99,3138
7223,41656.40,2839,-364,-145,3203
7224,41662.23,2550,-516,-97,3066
7225,41667.97,2306,-909,-208,3215
7226,41673.82,2121,-1118,-174,3239
7227,41679.71,2017,-1241,-161,3258
7228,41685.58,2006,-1235,-121,3241
7229,41691.44,2088,-1218,-116,3306
7230,41697.33,2257,-824,35,3081
7231,41703.08,2489,-752,-53,3241
7232,41708.85,2768,-339,90,3107
7233,41714.63,3069,-94,64,3163
7234,41720.36,3361,245,126,3116
7235,41726.17,3624,532,139,3092
7236,41731.98,3829,760,144,3069
7237,41737.76,3958,918,139,3040
7238,41743.57,3999,1177,195,2822
7239,41749.41,3948,920,14,3028
7240,41755.16,3811,769,31,3042
7241,41760.94,3599,531,-18,3068
7242,41766.70,3334,240,-63,3094
7243,41772.46,3038,-113,-117,3151
7244,41778.31,2734,-457,-148,3191
7245,41784.15,2456,-704,-144,3160
7246,41789.98,2228,-1049,-208,3277
7247,41795.87,2071,-1235,-179,3306
7248,41801.72,2002,-1303,-150,3305
7249,41807.58,2027,-1243,-106,3270
7250,41813.46,2144,-1027,-37,3171
7251,41819.29,2340,-786,-6,3126
7252,41825.00,2591,-514,30,3105
7253,41830.73,2880,-261,49,3141
7254,41836.50,3182,84,111,3098
7255,41842.23,3466,399,134,3067
7256,41848.03,3710,684,153,3026
7257,41853.85,3889,876,145,3013
7258,41859.66,3985,985,131,3000
7259,41865.47,3990,1090,140,2900
7260,41871.32,3902,902,33,3000
7261,41877.10,3732,704,11,3028
7262,41882.87,3495,440,-35,3055
7263,41888.64,3213,119,-84,3094
7264,41894.40,2911,-240,-131,3151
7265,41900.23,2614,-576,-158,3190
7266,41906.05,2354,-809,-150,3163
7267,41911.87,2154,-1046,-175,3200
7268,41917.76,2031,-1257,-189,3288
7269,41923.60,2001,-1201,-103,3202
7270,41929.45,2065,-1114,-85,3179
7271,41935.31,2217,-833,1,3050
7272,41941.06,2439,-756,-52,3195
7273,41946.84,2713,-371,78,3084
7274,41952.59,3012,-102,70,3114
7275,41958.35,3311,230,122,3081
7276,41964.16,3583,609,174,2974
7277,41969.95,3800,774,126,3026
7278,41975.73,3943,943,145,3000
7279,41981.55,3999,999,116,3000
7280,41987.37,3962,962,85,3000
7281,41993.12,3836,823,40,3013
7282,41998.88,3634,606,-4,3028
7283,42004.62,3374,294,-64,3080
7284,42010.39,3079,-49,-107,3128
7285,42016.17,2776,-328,-116,3104
7286,42022.02,2490,-669,-169,3159
7287,42027.85,2253,-940,-175,3193
7288,42033.69,2087,-1227,-208,3314
7289,42039.56,2006,-1246,-130,3252
7290,42045.41,2019,-1302,-147,3321
7291,42051.29,2127,-1086,-43,3213
7292,42057.12,2316,-948,-53,3264
7293,42062.91,2567,-594,46,3161
7294,42068.69,2859,-345,40,3204
7295,42074.46,3162,81,135,3081
7296,42080.22,3451,334,109,3117
7297,42086.02,3699,688,175,3011
7298,42091.81,3882,827,124,3055
7299,42097.63,3983,940,127,3043
7300,42103.41,3992,964,103,3028
7301,42109.24,3907,879,62,3028
7302,42115.03,3739,682,9,3057
7303,42120.73,3505,401,-44,3104
7304,42126.50,3223,61,-95,3162
7305,42132.20,2923,-300,-138,3223
7306,42138.01,2624,-574,-139,3198
7307,42143.83,2361,-876,-178,3237
7308,42149.65,2158,-1198,-216,3356
7309,42155.50,2033,-1336,-175,3369
7310,42161.36,2001,-1353,-140,3354
7311,42167.22,2064,-1292,-110,3356
7312,42173.12,2218,-1023,-21,3241
7313,42178.96,2445,-767,0,3212
7314,42184.67,2719,-540,14,3259
7315,42190.43,3020,-203,80,3223
7316,42196.20,3320,137,115,3183
7317,42202.01,3592,439,134,3153
7318,42207.82,3809,693,145,3116
7319,42213.62,3949,869,139,3080
7320,42219.41,3999,929,110,3070
7321,42225.20,3957,916,87,3041
7322,42230.97,3825,770,33,3055
7323,42236.74,3616,536,-16,3080
7324,42242.52,3350,245,-62,3105
7325,42248.29,3051,-113,-118,3164
7326,42254.10,2745,-387,-120,3132
7327,42259.93,2463,-730,-175,3193
7328,42265.78,2230,-992,-177,3222
7329,42271.62,2072,-1170,-170,3242
7330,42277.50,2002,-1246,-147,3248
7331,42283.37,2028,-1339,-161,3367
7332,42289.21,2148,-1164,-63,3312
7333,42295.05,2348,-731,56,3079
7334,42300.83,2608,-615,-26,3223
7335,42306.61,2905,-279,72,3184
7336,42312.35,3209,71,112,3138
7337,42318.11,3493,399,138,3094
7338,42323.92,3735,665,146,3070
7339,42329.76,3907,865,146,3042
7340,42335.55,3992,1065,166,2927
7341,42341.39,3983,967,67,3016
7342,42347.13,3882,855,51,3027
7343,42352.91,3698,657,6,3041
7344,42358.64,3451,369,-49,3082
7345,42364.41,3160,45,-92,3115
7346,42370.14,2856,-318,-140,3174
7347,42375.96,2561,-580,-136,3141
7348,42381.80,2307,-886,-180,3193
7349,42387.65,2119,-1180,-206,3299
7350,42393.53,2016,-1293,-163,3309
7351,42399.39,2008,-1293,-129,3301
7352,42405.26,2096,-1206,-94,3302
7353,42411.07,2270,-985,-32,3255
7354,42416.82,2511,-643,38,3154
7355,42422.57,2797,-317,66,3114
7356,42428.35,3103,-37,80,3140
7357,42434.04,3395,292,127,3103
7358,42439.84,3656,576,142,3080
7359,42445.62,3854,801,147,3053
7360,42451.39,3971,943,136,3028
7361,42457.18,3997,971,105,3026
7362,42463.02,3927,899,68,3028
7363,42468.77,3771,717,17,3054
7364,42474.56,3542,460,-31,3082
7365,42480.33,3261,145,-80,3116
7366,42486.10,2956,-227,-134,3183
7367,42491.93,2652,-511,-136,3163
7368,42497.73,2383,-835,-180,3218
7369,42503.57,2171,-1153,-210,3324
7370,42509.45,2039,-1315,-180,3354
7371,42515.34,2000,-1265,-111,3265
7372,42521.22,2059,-1287,-135,3346
7373,42527.12,2212,-1021,-22,3233
7374,42532.97,2439,-760,2,3199
7375,42538.71,2716,-540,12,3256
7376,42544.47,3020,-200,82,3220
7377,42550.23,3322,138,115,3184
7378,42556.00,3594,456,141,3138
7379,42561.79,3811,695,141,3116
7380,42567.57,3950,953,172,2997
7381,42573.35,3999,934,87,3065
7382,42579.08,3955,901,80,3054
7383,42584.86,3819,752,30,3067
7384,42590.61,3607,514,-20,3093
7385,42596.40,3336,287,-39,3049
7386,42602.17,3034,-150,-146,3184
7387,42608.00,2725,-433,-128,3158
7388,42613.83,2444,-765,-176,3209
7389,42619.64,2216,-1044,-188,3260
7390,42625.50,2062,-1216,-173,3278
7391,42631.37,2000,-1377,-186,3377
7392,42637.23,2036,-1318,-114,3354
7393,42643.08,2166,-1097,-43,3263
7394,42648.91,2376,-857,-13,3233
7395,42654.66,2643,-567,30,3210
7396,42660.39,2942,-306,47,3248
7397,42666.18,3250,39,107,3211
7398,42671.94,3532,346,126,3186
7399,42677.73,3766,618,143,3148
7400,42683.55,3926,799,134,3127
7401,42689.33,3997,903,121,3094
7402,42695.15,3972,880,81,3092
7403,42700.92,3854,774,45,3080
7404,42706.67,3656,564,-6,3092
7405,42712.40,3397,278,-58,3119
7406,42718.14,3100,-75,-113,3175
7407,42723.92,2791,-354,-119,3145
7408,42729.75,2500,-776,-204,3276
7409,42735.55,2259,-983,-160,3242
7410,42741.35,2089,-1166,-171,3255
7411,42747.25,2005,-1351,-190,3356
7412,42753.12,2021,-1320,-122,3341
7413,42759.02,2134,-1115,-49,3249
7414,42764.85,2330,-901,-25,3231
7415,42770.65,2590,-603,29,3193
7416,42776.44,2889,-342,44,3231
7417,42782.21,3198,-6,100,3204
7418,42787.93,3485,337,136,3148
7419,42793.71,3729,612,143,3117
7420,42799.52,3904,812,141,3092
7421,42805.34,3991,911,120,3080
7422,42811.12,3983,1030,138,2953
7423,42816.95,3878,810,15,3068
7424,42822.73,3690,598,-3,3092
7425,42828.48,3438,322,-50,3116
7426,42834.23,3142,49,-77,3093
7427,42839.97,2835,-387,-169,3222
7428,42845.78,2539,-651,-144,3190
7429,42851.62,2287,-953,-185,3240
7430,42857.41,2106,-1057,-136,3163
7431,42863.28,2011,-1260,-186,3271
7432,42869.16,2013,-1256,-124,3269
7433,42875.06,2114,-1128,-74,3242
7434,42880.89,2302,-915,-27,3217
7435,42886.64,2553,-711,-9,3264
7436,42892.39,2847,-191,136,3038
7437,42898.22,3161,164,122,2997
7438,42904.03,3457,331,83,3126
7439,42909.77,3706,601,141,3105
7440,42915.60,3890,811,144,3079
7441,42921.40,3987,1033,169,2954
7442,42927.26,3987,959,73,3028
7443,42933.01,3892,864,57,3028
7444,42938.78,3712,670,8,3042
7445,42944.50,3465,395,-43,3070
7446,42950.25,3172,69,-90,3103
7447,42955.98,2864,-298,-139,3162
7448,42961.83,2563,-640,-166,3203
7449,42967.65,2306,-861,-152,3167
7450,42973.50,2117,-1065,-167,3182
7451,42979.35,2014,-1287,-195,3301
7452,42985.19,2010,-1211,-98,3221
7453,42991.01,2102,-1097,-75,3199
7454,42996.87,2284,-880,-22,3164
7455,43002.62,2532,-606,21,3138
7456,43008.37,2824,-352,41,3176
7457,43014.14,3135,-7,102,3142
7458,43019.83,3429,326,132,3103
7459,43025.61,3685,617,149,3068
7460,43031.42,3877,836,149,3041
7461,43037.25,3982,956,131,3026
7462,43043.06,3991,977,104,3014
7463,43048.85,3903,890,62,3013
7464,43054.62,3728,700,12,3028
7465,43060.41,3482,427,-39,3055
7466,43066.19,3189,95,-90,3094
7467,43071.93,2880,-257,-131,3137
7468,43077.75,2578,-528,-134,3106
7469,43083.54,2319,-844,-179,3163
7470,43089.39,2125,-975,-136,3100
7471,43095.19,2018,-1207,-190,3225
7472,43101.10,2008,-1229,-129,3237
7473,43106.98,2098,-1145,-89,3243
7474,43112.80,2276,-923,-25,3199
7475,43118.58,2525,-659,13,3184
7476,43124.32,2816,-338,62,3154
7477,43130.11,3129,3,102,3126
7478,43135.80,3424,252,99,3172
7479,43141.52,3680,541,140,3139
7480,43147.33,3873,757,140,3116
7481,43153.16,3981,875,122,3106
7482,43158.94,3992,900,97,3092
7483,43164.71,3906,812,54,3094
7484,43170.48,3733,630,8,3103
7485,43176.17,3491,339,-53,3152
7486,43181.95,3199,15,-95,3184
7487,43187.68,2889,-352,-145,3241
7488,43193.49,2586,-631,-146,3217
7489,43199.30,2324,-945,-188,3269
7490,43205.12,2128,-1093,-153,3221
7491,43211.01,2018,-1383,-225,3401
7492,43216.88,2007,-1372,-133,3379
7493,43222.78,2097,-1244,-86,3341
7494,43228.60,2276,-1051,-47,3327
7495,43234.45,2528,-786,0,3314
7496,43240.18,2821,-539,20,3360
7497,43245.93,3132,-251,61,3383
7498,43251.69,3430,126,125,3304
7499,43257.48,3688,413,127,3275
7500,43263.29,3880,621,124,3259
7501,43269.10,3983,742,110,3241
7502,43274.89,3990,775,87,3215
7503,43280.66,3900,714,53,3186
7504,43286.40,3723,537,0,3186
7505,43292.12,3477,282,-48,3195
7506,43297.90,3182,-20,-92,3202
7507,43303.62,2872,-291,-110,3163
7508,43309.46,2568,-717,-199,3285
7509,43315.30,2308,-1007,-187,3315
7510,43321.16,2116,-1222,-186,3338
7511,43327.06,2013,-1262,-138,3275
7512,43332.95,2011,-1260,-125,3271
7513,43338.81,2109,-1235,-116,3344
7514,43344.72,2299,-943,-6,3242
7515,43350.48,2553,-719,-4,3272
7516,43356.22,2851,-310,91,3161
7517,43361.97,3162,-33,79,3195
7518,43367.69,3457,306,132,3151
7519,43373.50,3711,617,155,3094
7520,43379.28,3894,826,145,3068
7521,43385.08,3989,963,137,3026
7522,43390.89,3985,967,97,3018
7523,43396.64,3885,871,58,3014
7524,43402.40,3698,670,6,3028
7525,43408.09,3447,393,-43,3054
7526,43413.84,3149,57,-95,3092
7527,43419.57,2837,-306,-139,3143
7528,43425.41,2537,-578,-139,3115
7529,43431.26,2282,-947,-205,3229
7530,43437.07,2100,-1087,-150,3187
7531,43442.96,2008,-1196,-152,3204
7532,43448.81,2017,-1178,-112,3195
7533,43454.71,2127,-1133,-99,3260
7534,43460.52,2323,-707,57,3030
7535,43466.28,2584,-600,-27,3184
7536,43472.07,2887,-253,78,3140
7537,43477.81,3199,94,113,3105
7538,43483.57,3493,427,142,3066
7539,43489.39,3740,699,151,3041
7540,43495.17,3912,967,177,2945
7541,43500.95,3994,1078,141,2916
7542,43506.79,3977,977,67,3000
7543,43512.54,3863,863,52,3000
7544,43518.31,3664,636,-4,3028
7545,43524.05,3401,345,-52,3056
7546,43529.82,3097,-6,-105,3103
7547,43535.57,2784,-306,-120,3090
7548,43541.36,2491,-658,-171,3149
7549,43547.21,2246,-953,-183,3199
7550,43553.04,2077,-1151,-174,3228
7551,43558.88,2003,-1143,-111,3146
7552,43564.73,2029,-1206,-139,3235
7553,43570.62,2155,-1077,-69,3232
7554,43576.43,2365,-708,39,3073
7555,43582.18,2635,-605,-29,3240
7556,43587.96,2943,-181,109,3124
7557,43593.79,3260,169,121,3091
7558,43599.62,3549,409,112,3140
7559,43605.42,3783,668,144,3115
7560,43611.24,3938,846,138,3092
7561,43617.01,3999,998,145,3001
7562,43622.80,3960,880,52,3080
7563,43628.57,3826,731,28,3095
7564,43634.33,3610,491,-22,3119
7565,43640.07,3335,162,-82,3173
7566,43645.83,3025,-216,-135,3241
7567,43651.66,2710,-508,-138,3218
7568,43657.49,2424,-850,-187,3274
7569,43663.29,2197,-1100,-185,3297
7570,43669.17,2049,-1274,-179,3323
7571,43675.05,2000,-1339,-153,3339
7572,43680.93,2053,-1340,-134,3393
7573,43686.82,2205,-1104,-39,3309
7574,43692.66,2437,-745,33,3182
7575,43698.45,2723,-530,11,3253
7576,43704.22,3037,-259,55,3296
7577,43710.00,3346,81,110,3265
7578,43715.71,3619,467,162,3152
7579,43721.52,3834,631,112,3203
7580,43727.32,3965,782,123,3183
7581,43733.13,3998,847,104,3151
7582,43738.93,3931,803,67,3128
7583,43744.71,3770,631,11,3139
7584,43750.47,3533,365,-43,3168
7585,43756.25,3243,39,-93,3204
7586,43761.96,2931,-325,-141,3256
7587,43767.80,2620,-612,-147,3232
7588,43773.63,2347,-970,-204,3317
7589,43779.47,2141,-1274,-218,3415
7590,43785.36,2023,-1362,-162,3385
7591,43791.20,2005,-1302,-112,3307
7592,43797.07,2090,-1286,-123,3376
7593,43802.98,2271,-1084,-47,3355
7594,43808.82,2525,-616,78,3141
7595,43814.57,2822,-404,23,3226
7596,43820.33,3138,-43,104,3181
7597,43826.12,3441,219,100,3222
7598,43831.91,3701,517,141,3184
7599,43837.73,3890,739,140,3151
7600,43843.55,3988,871,126,3117
7601,43849.36,3986,976,129,3010
7602,43855.14,3884,792,24,3092
7603,43860.89,3694,599,2,3095
7604,43866.60,3437,310,-55,3127
7605,43872.37,3134,-37,-107,3171
7606,43878.16,2816,-414,-154,3230
7607,43883.99,2515,-685,-149,3200
7608,43889.80,2264,-1059,-218,3323
7609,43895.65,2087,-1242,-179,3329
7610,43901.52,2004,-1355,-169,3359
7611,43907.38,2025,-1323,-122,3348
7612,43913.23,2146,-1188,-78,3334
7613,43919.04,2354,-1001,-43,3355
7614,43924.88,2629,-559,76,3188
7615,43930.63,2937,-93,130,3030
7616,43936.42,3254,94,65,3160
7617,43942.12,3541,414,137,3127
7618,43947.94,3779,685,149,3094
7619,43953.76,3937,884,148,3053
7620,43959.57,3999,959,118,3040
7621,43965.41,3959,930,84,3029
7622,43971.17,3822,780,33,3042
7623,43976.95,3601,562,-9,3039
7624,43982.68,3323,240,-72,3083
7625,43988.44,3010,-106,-114,3116
7626,43994.28,2692,-380,-120,3072
7627,44000.08,2408,-724,-175,3132
7628,44005.89,2184,-983,-176,3167
7629,44011.73,2042,-1145,-163,3187
7630,44017.63,2000,-1196,-134,3196
7631,44023.55,2064,-1121,-89,3185
7632,44029.34,2222,-827,5,3049
7633,44035.05,2456,-727,-42,3183
7634,44040.82,2747,-325,88,3072
7635,44046.62,3065,-38,82,3103
7636,44052.37,3374,293,128,3081
7637,44058.17,3648,607,154,3041
7638,44064.00,3856,830,149,3026
7639,44069.78,3975,975,141,3000
7640,44075.61,3994,994,105,3000
7641,44081.43,3912,912,66,3000
7642,44087.17,3737,724,16,3013
7643,44092.95,3488,448,-38,3040
7644,44098.71,3189,109,-90,3080
7645,44104.49,2870,-247,-131,3117
7646,44110.33,2562,-621,-174,3183
7647,44116.16,2299,-833,-146,3132
7648,44121.98,2109,-971,-138,3080
7649,44127.82,2010,-1083,-141,3093
7650,44133.66,2015,-1271,-183,3286
7651,44139.53,2123,-1060,-42,3183
7652,44145.39,2322,-917,-48,3239
7653,44151.17,2589,-624,25,3213
7654,44156.96,2898,-276,76,3174
7655,44162.74,3216,74,112,3142
7656,44168.50,3512,407,140,3105
7657,44174.30,3757,674,147,3083
7658,44180.12,3925,857,140,3068
7659,44185.89,3997,957,125,3040
7660,44191.68,3967,941,89,3026
7661,44197.46,3839,811,42,3028
7662,44203.23,3624,583,-10,3041
7663,44209.01,3346,278,-63,3068
7664,44214.78,3033,-97,-122,3130
7665,44220.57,2715,-456,-153,3171
7666,44226.42,2424,-725,-153,3149
7667,44232.21,2195,-992,-179,3187
7668,44238.02,2048,-1254,-204,3302
7669,44243.87,2000,-1315,-149,3315
7670,44249.78,2057,-1164,-71,3221
7671,44255.58,2212,-1078,-82,3290
7672,44261.39,2448,-743,26,3191
7673,44267.15,2739,-510,18,3249
7674,44272.92,3057,-163,87,3220
7675,44278.70,3369,175,118,3194
7676,44284.50,3645,483,140,3162
7677,44290.31,3854,795,173,3059
7678,44296.10,3975,868,108,3107
7679,44301.87,3995,916,106,3079
7680,44307.69,3912,844,62,3068
7681,44313.44,3736,669,14,3067
7682,44319.21,3485,393,-43,3092
7683,44324.99,3184,55,-95,3129
7684,44330.72,2866,-308,-139,3174
7685,44336.54,2557,-585,-141,3142
7686,44342.35,2295,-968,-211,3263
7687,44348.16,2106,-1117,-156,3223
7688,44354.04,2009,-1253,-166,3262
7689,44359.90,2017,-1238,-119,3255
7690,44365.79,2130,-1160,-92,3290
7691,44371.60,2333,-883,-5,3216
7692,44377.35,2602,-482,72,3084
7693,44383.09,2911,-320,16,3231
7694,44388.86,3230,36,110,3194
7695,44394.62,3526,364,134,3162
7696,44400.42,3769,640,146,3129
7697,44406.23,3932,828,139,3104
7698,44412.05,3999,919,119,3080
7699,44417.83,3961,893,81,3068
7700,44423.60,3824,770,40,3054
7701,44429.37,3603,533,-17,3070
7702,44435.15,3319,227,-69,3092
7703,44440.88,3004,-125,-118,3129
7704,44446.72,2684,-407,-125,3091
7705,44452.53,2398,-742,-174,3140
7706,44458.38,2173,-1091,-213,3264
7707,44464.26,2036,-1173,-141,3209
7708,44470.12,2001,-1225,-138,3226
7709,44475.99,2073,-1156,-94,3229
7710,44481.80,2241,-956,-35,3197
7711,44487.59,2488,-702,6,3190
7712,44493.28,2783,-442,33,3225
7713,44499.05,3103,-79,101,3182
7714,44504.78,3411,271,132,3140
7715,44510.60,3681,565,144,3116
7716,44516.40,3879,796,148,3083
7717,44522.21,3985,1000,161,2985
7718,44528.04,3988,947,78,3041
7719,44533.83,3887,846,54,3041
7720,44539.61,3695,653,7,3042
7721,44545.33,3433,379,-44,3054
7722,44551.10,3125,31,-101,3094
7723,44556.87,2803,-335,-143,3138
7724,44562.69,2499,-607,-142,3106
7725,44568.50,2249,-919,-185,3168
7726,44574.30,2077,-1118,-171,3195
7727,44580.14,2002,-1304,-186,3306
7728,44586.01,2033,-1183,-82,3216
7729,44591.84,2166,-1038,-60,3204
7730,44597.66,2387,-877,-39,3264
7731,44603.45,2671,-492,66,3163
7732,44609.19,2987,-220,59,3207
7733,44614.97,3306,133,119,3173
7734,44620.78,3594,465,146,3129
7735,44626.60,3821,718,147,3103
7736,44632.40,3960,957,167,3003
7737,44638.17,3999,929,84,3070
7738,44643.92,3934,866,67,3068
7739,44649.69,3772,704,21,3068
7740,44655.48,3529,434,-37,3095
7741,44661.25,3231,90,-94,3141
7742,44666.98,2912,-262,-131,3174
7743,44672.78,2598,-544,-139,3142
7744,44678.60,2325,-865,-182,3190
7745,44684.41,2124,-1187,-215,3311
7746,44690.26,2015,-1315,-169,3330
7747,44696.11,2011,-1237,-100,3248
7748,44702.01,2114,-1214,-114,3328
7749,44707.93,2315,-1008,-39,3323
7750,44713.73,2584,-714,16,3298
7751,44719.48,2894,-371,65,3265
7752,44725.27,3217,-23,102,3240
7753,44731.01,3516,312,131,3204
7754,44736.82,3763,601,146,3162
7755,44742.61,3930,788,134,3142
7756,44748.44,3998,895,121,3103
7757,44754.26,3961,869,79,3092
7758,44760.03,3823,741,35,3082
7759,44765.76,3601,508,-19,3093
7760,44771.54,3314,184,-78,3130
7761,44777.32,2994,-180,-127,3174
7762,44783.15,2672,-470,-134,3142
7763,44789.00,2384,-814,-184,3198
7764,44794.83,2163,-1150,-215,3313
7765,44800.70,2031,-1227,-145,3258
7766,44806.56,2003,-1261,-136,3264
7767,44812.44,2083,-1265,-127,3348
7768,44818.33,2263,-1034,-34,3297
7769,44824.18,2522,-594,72,3116
7770,44829.96,2828,-362,33,3190
